time,ankle_angle,commanded_torque
0,0,-5.34170403109273
0.016000038062618,-0.136422552097469,-5.46455595144478
0.0320000761252359,-0.344774096660371,-5.58128818385193
0.0480001141878539,-0.546419917633514,-5.69259105974565
0.0640001522504718,-0.741729483374234,-5.79913611468341
0.0800001903130898,-0.931013821050425,-5.90156979535829
0.0960002283757078,-1.11452447051796,-6.00050859202968
0.112000266438326,-1.29245503157962,-6.09653544733245
0.128000304500944,-1.46494479382664,-6.19019729114359
0.144000342563562,-1.63208396005045,-6.28200355000688
0.16000038062618,-1.79392000495928,-6.37242548029144
0.176000418688798,-1.95046474831842,-6.46189617887005
0.192000456751416,-2.10170176115682,-6.55081113088143
0.208000494814033,-2.24759376349437,-6.63952915654684
0.224000532876651,-2.38808971866358,-6.72837362125748
0.240000570939269,-2.52313139141339,-6.81763378560885
0.256000609001887,-2.65265921321501,-6.90756620182011
0.272000647064505,-2.77661737614778,-6.99839610848321
0.288000685127123,-2.89495814218751,-7.09031882891453
0.304000723189741,-3.0076453986698,-7.18350122779616
0.320000761252359,-3.1146575124102,-7.27808331261373
0.336000799314977,-3.21598954171491,-7.37418006890702
0.352000837377595,-3.31165486687207,-7.47188358718237
0.368000875440213,-3.40168630098982,-7.57126548193848
0.384000913502831,-3.48613674544275,-7.67237953965746
0.400000951565447,-3.56507945778497,-7.7752644888018
0.416000989628065,-3.63860800249864,-7.87994677819494
0.432001027690683,-3.70683594980108,-7.98644327719403
0.448001065753301,-3.76989636919531,-8.09476385172348
0.464001103815919,-3.82794113640446,-8.20491380504776
0.480001141878537,-3.88114004777599,-8.31689619345375
0.496001179941155,-3.9296797248977,-8.43071403587099
0.512001218003773,-3.97376229186114,-8.54637243505771
0.528001256066391,-4.01360380927663,-8.6638806162866
0.544001294129009,-4.0494324451279,-8.78325386543413
0.560001332191627,-4.08148634994635,-8.90451531037063
0.576001370254245,-4.11001118725568,-9.02769744236643
0.592001408316863,-4.13525726241488,-9.15284323353991
0.608001446379481,-4.15747620561718,-9.28000669182354
0.624001484442099,-4.17691719898963,-9.40925271514324
0.640001522504717,-4.19382278508829,-9.54065615260613
0.656001560567335,-4.20842434334249,-9.67430003491657
0.672001598629953,-4.22093736200318,-9.81027298563801
0.688001636692571,-4.23155666085481,-9.9486658650399
0.704001674755188,-4.24045173724188,-10.0895677307081
0.720001712817806,-4.24776241997952,-10.2330612266597
0.736001750880424,-4.25359502149914,-10.3792175384286
0.752001788943042,-4.2580191726822,-10.5280910794965
0.76800182700566,-4.26106550510972,-10.6797141067236
0.784001865068278,-4.26272431433054,-10.8340914953602
0.800001903130896,-4.2629452990143,-10.9911959306819
0.816001941193514,-4.26163843016478,-11.1509637898176
0.832001979256132,-4.25867596925663,-11.3132919944023
0.84800201731875,-4.25389562758048,-11.478036110799
0.864002055381368,-4.24710483764916,-11.6450099555909
0.880002093443986,-4.23808608528102,-11.813986928152
0.896002131506604,-4.22660322379106,-11.9847032404206
0.912002169569222,-4.21240865576384,-12.1568631454912
0.92800220763184,-4.19525121843449,-12.3301461792395
0.944002245694458,-4.1748845448833,-12.5042163280106
0.960002283757076,-4.1510756040208,-12.6787329349356
0.976002321819694,-4.123613064891,-12.8533630717455
0.992002359882312,-4.09231510157111,-13.0277950374214
1.00800239794493,-4.05703626152426,-13.2017526005879
1.02400243600755,-4.01767305763031,-13.3750095805651
1.04000247407017,-3.97416799382318,-13.5474043576449
1.05600251213278,-3.9265117732742,-13.7188539004081
1.0720025501954,-3.87474345932082,-13.8893668817724
1.08800258825802,-3.81894838262128,-14.0590554271363
1.10400262632064,-3.75925364150932,-14.2281450098151
1.12000266438326,-3.69582113409427,-14.396981988373
1.13600270244587,-3.62883817221247,-14.5660382685119
1.15200274050849,-3.55850583356368,-14.7359125751641
1.16800277857111,-3.48502529571814,-14.9073278503408
1.18400281663373,-3.40858246620625,-15.081124354574
1.20000285469635,-3.32933128498895,-15.2582481406609
1.21600289275896,-3.24737613353032,-15.439734686285
1.23200293082158,-3.16275383636951,-15.6266876206164
1.2480029688842,-3.07541578054533,-15.8202526544233
1.26400300694682,-2.98521069524848,-16.0215870026164
1.28000304500943,-2.89186861585536,-16.2318247484442
1.29600308307205,-2.79498650007746,-16.4520387309239
1.31200312113467,-2.69401588858877,-16.6831996498428
1.32800315919729,-2.58825294064694,-16.9261331874633
1.34400319725991,-2.47683114815006,-17.1814760447271
1.36000323532252,-2.35871703630883,-17.449631872755
1.37600327338514,-2.23270917314839,-17.7307281327254
1.39200331144776,-2.09744080244737,-18.0245749257863
1.40800334951038,-1.95138636380009,-18.3306268004243
1.42400338757299,-1.79287207562979,-18.6479484924549
1.44000342563561,-1.62009066304279,-18.9751855194661
1.45600346369823,-1.43112023997012,-19.3105405555396
1.47200350176085,-1.22394730898542,-19.6517565395777
1.48800353982347,-0.996493810867557,-19.9961074934559
