time,ankle_angle,commanded_torque
0,-10.0527299898884,0.162657802437088
0.00400000951565448,-10.0460677569808,0.162600138646852
0.00800001903130896,-10.0393771744091,0.162542224145728
0.0120000285469634,-10.0327011391305,0.162484456162803
0.0160000380626179,-10.0260817577238,0.162427227670266
0.0200000475782724,-10.0195597163477,0.162370921510128
0.0240000570939269,-10.0131736985299,0.162315904900684
0.0280000666095814,-10.0069598628564,0.16226252443286
0.0320000761252359,-10.0009513905125,0.162211101643943
0.0360000856408903,-9.99517811027804,0.162161929232429
0.0400000951565448,-9.98966620587137,0.162115267952577
0.0440001046721993,-9.98443800754427,0.162071344201732
0.0480001141878538,-9.97951186680735,0.162030348289581
0.0520001237035083,-9.97490211043412,0.161992433358332
0.0560001332191627,-9.97061906766116,0.161957714907461
0.0600001427348172,-9.96666916284293,0.161926270866521
0.0640001522504717,-9.96305506475357,0.161898142154293
0.0680001617661262,-9.95977588325936,0.161873333662018
0.0720001712817807,-9.95682740417503,0.161851815601968
0.0760001807974352,-9.95420235366915,0.161833525169231
0.0800001903130896,-9.95189068446086,0.161818368472842
0.0840001998287441,-9.94987987713241,0.161806222701269
0.0880002093443986,-9.94815525110569,0.16179693849623
0.0920002188600531,-9.9467002811353,0.161790342517502
0.0960002283757076,-9.94549691638611,0.161786240188505
0.100000237891362,-9.94452590005536,0.161784418616121
0.104000247407017,-9.94376708794847,0.161784649677703
0.108000256922671,-9.94319976449801,0.161786693264029
0.112000266438325,-9.94280295453074,0.161790300660139
0.11600027595398,-9.94255572863171,0.161795218036669
0.120000285469634,-9.94243749920839,0.161801190012862
0.124000294985289,-9.942428303451,0.161807963240193
0.128000304500943,-9.94250906856774,0.161815289944494
0.132000314016598,-9.94266185412753,0.161822931355977
0.136000323532252,-9.9428700661175,0.161830660950911
0.140000333047907,-9.94311863742144,0.161838267426322
0.144000342563561,-9.94339416987438,0.16184555733031
0.148000352079216,-9.94368503389548,0.161852357276131
0.15200036159487,-9.94398142298376,0.161858515678476
0.156000371110525,-9.94427536207493,0.161863903965779
0.160000380626179,-9.94456067079232,0.161868417242222
0.164000390141834,-9.94483288476702,0.161871974395771
0.168000399657488,-9.94508914019759,0.16187451767191
0.172000409173143,-9.94532802846186,0.161876011754555
0.176000418688797,-9.94554942876276,0.161876442414615
0.180000428204452,-9.94575432745176,0.161875814801882
0.184000437720106,-9.94594463283007,0.161874151466882
0.188000447235761,-9.94612299388231,0.161871490205362
0.192000456751415,-9.94629263057113,0.161867881819059
0.19600046626707,-9.94645718208282,0.161863387882341
0.200000475782724,-9.94662057784848,0.161858078595665
0.204000485298379,-9.94678693432965,0.16185203079392
0.208000494814033,-9.94696047850251,0.161845326161174
0.212000504329688,-9.94714549684616,0.161838049684315
0.216000513845342,-9.94734630672335,0.161830288358884
0.220000523360997,-9.94756724563084,0.161822130143102
0.224000532876651,-9.94781267300249,0.161813663142069
0.228000542392305,-9.94808697897946,0.161804974993344
0.23200055190796,-9.94839459466291,0.161796152417218
0.236000561423614,-9.94873999871766,0.161787280889587
0.240000570939269,-9.94912771571329,0.161778444392141
0.244000580454923,-9.94956230220779,0.16176972519354
0.248000589970578,-9.9500483173042,0.161761203616417
0.252000599486232,-9.95059027531427,0.161752957748693
0.256000609001887,-9.95119257926604,0.161745063063749
0.260000618517541,-9.95185943520058,0.161737591921814
0.264000628033196,-9.95259474837317,0.16173061293379
0.26800063754885,-9.95340200351806,0.161724190178071
0.272000647064505,-9.95428413223734,0.161718382270699
0.276000656580159,-9.95524337135734,0.161713241299445
0.280000666095814,-9.95628111678855,0.161708811643153
0.284000675611468,-9.95739777801389,0.161705128708554
0.288000685127123,-9.95859263876871,0.161702217627169
0.292000694642777,-9.9598637297151,0.161700091963927
