pi_time,state_time,mot_ang,mot_vel,mot_acc,mot_volt,mot_cur,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,ank_ang
1713469403.5184977,7207336,858,0,3,-352,-1262,24008,197,35,79,0,0,3908
1713469403.5225031,7207340,859,0,2,-352,-1260,24008,197,35,79,0,0,3910
1713469403.5264907,7207344,860,3,3,-352,-1262,24010,195,35,79,0,0,3908
1713469403.5304916,7207348,859,-5,-1,-352,-1264,24010,195,35,79,0,0,3910
1713469403.534491,7207352,859,3,-5,-352,-1262,24011,207,35,79,0,0,3909
1713469403.539144,7207356,858,0,2,-352,-1263,24011,207,35,79,0,0,3908
1713469403.5425062,7207360,860,1,3,-344,-1263,24011,207,35,79,0,0,3910
1713469403.546495,7207364,857,-9,5,-352,-1258,24011,210,35,79,0,0,3909
1713469403.5504928,7207368,860,8,-4,-352,-1257,24011,210,35,79,0,0,3910
1713469403.5544884,7207372,861,5,3,-352,-1256,24009,205,35,79,0,0,3910
1713469403.558492,7207376,859,-6,-7,-336,-1259,24009,205,35,79,0,0,3910
1713469403.5624888,7207380,859,1,-2,-352,-1263,24009,205,35,79,0,0,3910
1713469403.5664935,7207384,860,2,2,-352,-1259,24007,206,35,79,0,0,3909
1713469403.5704887,7207388,859,0,2,-352,-1262,24007,206,35,79,0,0,3908
1713469403.5750272,7207392,859,-1,-2,-344,-1264,24008,210,35,79,0,0,3908
1713469403.5784895,7207396,858,0,2,-352,-1265,24008,210,35,79,0,0,3910
1713469403.5824873,7207400,859,6,-1,-344,-1265,24008,210,35,79,0,0,3910
1713469403.5864954,7207404,860,1,1,-336,-1265,24014,215,35,79,0,0,3910
1713469403.590503,7207408,859,-2,3,-352,-1260,24014,215,35,79,0,0,3910
1713469403.5945108,7207412,860,3,2,-352,-1258,24013,206,35,79,0,0,3908
1713469403.5984921,7207416,860,-3,-1,-344,-1260,24013,206,35,79,0,0,3908
1713469403.602488,7207420,859,-4,-4,-352,-1257,24013,206,35,79,0,0,3909
1713469403.606491,7207424,858,1,4,-352,-1258,24012,210,35,79,0,0,3908
1713469403.6104865,7207428,859,4,0,-360,-1263,24012,210,35,79,0,0,3909
1713469403.6144865,7207432,860,1,3,-344,-1265,24012,204,35,79,0,0,3909
1713469403.6184874,7207436,858,-2,0,-352,-1262,24012,204,35,79,0,0,3910
1713469403.6224873,7207440,858,-1,2,-352,-1261,24012,204,35,79,0,0,3910
1713469403.6264863,7207444,859,4,-4,-344,-1263,24014,207,35,79,0,0,3909
1713469403.6304858,7207448,859,0,0,-352,-1262,24014,207,35,79,0,0,3909
1713469403.6344845,7207452,859,-2,0,-344,-1260,24014,209,35,79,0,0,3909
1713469403.6384883,7207456,859,0,-3,-352,-1262,24014,209,35,79,0,0,3909
1713469403.6424873,7207460,859,0,5,-352,-1260,24014,209,35,79,0,0,3909
1713469403.6464849,7207464,859,-4,-3,-352,-1260,24012,210,35,79,0,0,3910
1713469403.6504846,7207468,859,0,3,-352,-1261,24012,210,35,79,0,0,3909
1713469403.6544826,7207472,860,5,0,-352,-1257,24012,208,35,79,0,0,3910
1713469403.6584854,7207476,859,-2,-3,-344,-1259,24012,208,35,79,0,0,3910
1713469403.6625009,7207480,861,5,-3,-344,-1263,24012,208,35,79,0,0,3909
1713469403.6664903,7207484,860,-2,-4,-352,-1262,24013,200,35,79,0,0,3909
1713469403.67053,7207488,860,-3,-2,-344,-1262,24013,200,35,79,0,0,3909
1713469403.6744876,7207492,859,-2,-3,-352,-1259,24014,205,35,79,0,0,3908
1713469403.678498,7207496,859,4,0,-352,-1259,24014,205,35,79,0,0,3908
1713469403.6824892,7207500,860,2,1,-352,-1262,24014,205,35,79,0,0,3908
1713469403.6866004,7207504,859,-1,3,-352,-1264,24016,219,35,79,0,0,3908
1713469403.690497,7207508,859,1,3,-352,-1263,24016,219,35,79,0,0,3909
1713469403.6944888,7207512,859,0,-1,-352,-1263,24017,224,35,79,0,0,3910
1713469403.6984966,7207516,859,-3,-3,-352,-1259,24017,224,35,79,0,0,3909
1713469403.7024899,7207520,860,6,-2,-344,-1260,24017,224,35,79,0,0,3910
1713469403.7065065,7207524,858,-5,4,-352,-1259,24017,210,35,79,0,0,3910
1713469403.7105236,7207528,859,0,-4,-352,-1259,24017,210,35,79,0,0,3909
1713469403.7145014,7207532,859,1,7,-344,-1263,24018,200,35,79,0,0,3908
1713469403.718494,7207536,860,4,-3,-352,-1263,24018,200,35,79,0,0,3910
1713469403.7225027,7207540,859,1,0,-352,-1261,24018,200,35,79,0,0,3909
1713469403.7264912,7207544,859,0,-4,-352,-1264,24020,199,35,79,0,0,3909
1713469403.7304873,7207548,859,2,5,-352,-1262,24020,199,35,79,0,0,3908
1713469403.734531,7207552,858,0,6,-352,-1262,24017,204,35,79,0,0,3908
1713469403.738515,7207556,859,5,-5,-344,-1264,24017,204,35,79,0,0,3909
1713469403.7424905,7207560,859,-2,3,-344,-1263,24017,204,35,79,0,0,3909
1713469403.7464888,7207564,859,3,-1,-344,-1260,24016,205,35,79,0,0,3908
1713469403.7504866,7207568,859,-2,0,-344,-1259,24016,205,35,79,0,0,3910
1713469403.7544827,7207572,860,5,4,-352,-1257,24017,215,35,79,0,0,3909
1713469403.7584913,7207576,859,-5,2,-344,-1259,24017,215,35,79,0,0,3908
1713469403.7624867,7207580,859,4,-1,-344,-1263,24017,215,35,79,0,0,3910
1713469403.7664905,7207584,859,2,-1,-352,-1261,24021,215,35,79,0,0,3909
1713469403.7704868,7207588,860,0,1,-352,-1262,24021,215,35,79,0,0,3909
1713469403.774487,7207592,859,-5,1,-352,-1263,24020,231,35,79,0,0,3909
1713469403.7791114,7207596,857,-9,-1,-352,-1262,24020,231,35,79,0,0,3908
1713469403.7824893,7207600,859,8,4,-352,-1263,24020,231,35,79,0,0,3910
1713469403.7864888,7207604,859,3,6,-352,-1262,24015,235,35,79,0,0,3909
1713469403.7905645,7207608,860,0,-2,-352,-1261,24015,235,35,79,0,0,3909
1713469403.7945685,7207612,859,-1,2,-344,-1261,24013,236,35,79,0,0,3908
1713469403.7985694,7207616,859,2,0,-352,-1261,24013,236,35,79,0,0,3908
1713469403.8025696,7207620,858,0,-1,-352,-1260,24013,236,35,79,0,0,3909
1713469403.8065734,7207624,859,4,2,-352,-1259,24011,215,35,79,0,0,3910
1713469403.8105693,7207628,858,-1,5,-360,-1261,24011,215,35,79,0,0,3910
1713469403.8145688,7207632,859,1,6,-352,-1263,24014,215,35,79,0,0,3908
1713469403.8185744,7207636,859,-1,0,-352,-1263,24014,215,35,79,0,0,3909
1713469403.8226175,7207640,858,-1,2,-352,-1262,24014,215,35,79,0,0,3910
1713469403.8265738,7207644,858,0,-2,-352,-1263,24014,219,35,79,0,0,3908
1713469403.8305707,7207648,860,5,0,-344,-1264,24014,219,35,79,0,0,3909
1713469403.8345668,7207652,858,-3,1,-344,-1263,24014,225,35,79,0,0,3908
1713469403.838567,7207656,859,3,1,-344,-1263,24014,225,35,79,0,0,3910
1713469403.8425674,7207660,859,0,2,-344,-1259,24014,225,35,79,0,0,3910
1713469403.8465705,7207664,860,2,1,-352,-1258,24020,213,35,79,0,0,3908
1713469403.8505929,7207668,859,-3,0,-352,-1260,24020,213,35,79,0,0,3909
1713469403.8545728,7207672,859,-1,4,-360,-1260,24029,217,35,79,0,0,3909
1713469403.8585706,7207676,859,1,0,-344,-1260,24029,217,35,79,0,0,3908
1713469403.86257,7207680,859,-2,-5,-352,-1260,24029,217,35,79,0,0,3909
1713469403.8665967,7207684,859,3,1,-352,-1261,24036,213,35,79,0,0,3909
1713469403.8705702,7207688,860,3,-1,-344,-1264,24036,213,35,79,0,0,3910
1713469403.8745701,7207692,860,-2,0,-344,-1263,24028,214,35,79,0,0,3908
1713469403.8785686,7207696,859,-3,-3,-344,-1262,24028,214,35,79,0,0,3909
1713469403.8833888,7207700,859,0,-1,-352,-1260,24028,214,35,79,0,0,3908
1713469403.89393,7207711,859,0,-1,-352,-1262,24014,211,35,79,0,0,3908
1713469403.895897,7207713,860,3,-1,-344,-1261,24014,211,35,79,0,0,3908
1713469403.8979602,7207715,860,1,-3,-344,-1260,24014,211,35,79,0,0,3908
1713469403.9000075,7207717,858,-4,-1,-352,-1260,24014,211,35,79,0,0,3908
1713469403.902485,7207720,861,8,1,-352,-1258,24014,211,35,79,0,0,3908
1713469403.9084582,7207726,859,0,-3,-344,-1261,24019,223,35,79,0,0,3908
1713469403.9104874,7207728,858,-6,-3,-352,-1262,24019,223,35,79,0,0,3910
1713469403.914486,7207732,858,0,2,-336,-1264,24017,226,35,79,0,0,3908
1713469403.9185057,7207736,858,-3,2,-352,-1263,24017,226,35,79,0,0,3909
1713469403.9224968,7207740,859,4,-2,-352,-1260,24017,226,35,79,0,0,3908
1713469403.9264925,7207744,860,-1,0,-344,-1263,24017,226,35,79,0,0,3908
1713469403.930486,7207748,860,0,-6,-352,-1263,24017,226,35,79,0,0,3908
1713469403.9344826,7207752,859,-3,-1,-352,-1260,24017,216,35,79,0,0,3908
1713469403.9384828,7207756,860,6,-5,-344,-1262,24017,216,35,79,0,0,3909
1713469403.942484,7207760,858,-10,1,-352,-1264,24017,216,35,79,0,0,3910
1713469403.9464889,7207764,859,3,-2,-344,-1261,24017,204,35,79,0,0,3908
1713469403.9504828,7207768,860,0,-4,-344,-1260,24017,204,35,79,0,0,3908
1713469403.9544973,7207772,859,1,-1,-352,-1257,24014,200,35,79,0,0,3908
1713469403.9585023,7207776,859,-3,-2,-344,-1259,24014,200,35,79,0,0,3909
1713469403.9624848,7207780,859,-3,-1,-352,-1263,24014,200,35,79,0,0,3908
1713469403.9664855,7207784,859,1,-2,-352,-1262,24014,214,35,79,0,0,3908
1713469403.9704988,7207788,859,-3,-4,-352,-1264,24014,214,35,79,0,0,3908
1713469403.9744854,7207792,860,1,-2,-352,-1262,24015,215,35,79,0,0,3908
1713469403.9784832,7207796,858,-10,-2,-360,-1262,24015,215,35,79,0,0,3909
1713469403.9824789,7207800,859,5,2,-344,-1266,24015,215,35,79,0,0,3908
1713469403.9864795,7207804,858,-2,0,-352,-1262,24017,209,35,79,0,0,3909
1713469403.9904838,7207808,860,4,-4,-360,-1262,24017,209,35,79,0,0,3910
1713469403.994523,7207812,858,-6,0,-352,-1263,24017,222,35,79,0,0,3908
1713469403.9984987,7207816,859,3,-1,-344,-1261,24017,222,35,79,0,0,3910
1713469404.002481,7207820,858,-1,0,-352,-1257,24017,222,35,79,0,0,3908
1713469404.0064836,7207824,858,-6,0,-352,-1257,24011,221,35,79,0,0,3909
1713469404.0104795,7207828,859,6,2,-352,-1261,24011,221,35,79,0,0,3908
1713469404.0144775,7207832,859,0,1,-344,-1263,24013,218,35,79,0,0,3908
1713469404.0184808,7207836,859,0,-2,-352,-1265,24013,218,35,79,0,0,3908
1713469404.022478,7207840,859,0,2,-352,-1264,24013,218,35,79,0,0,3909
1713469404.026495,7207844,858,2,2,-352,-1264,24014,209,35,79,0,0,3908
1713469404.0304828,7207848,859,5,-1,-352,-1263,24014,209,35,79,0,0,3908
1713469404.0370824,7207854,859,0,-2,-352,-1262,24017,200,35,79,0,0,3909
1713469404.039256,7207856,859,0,4,-352,-1263,24017,200,35,79,0,0,3909
1713469404.0433338,7207860,859,-1,2,-344,-1260,24017,200,35,79,0,0,3908
1713469404.0464935,7207864,859,-2,-2,-352,-1261,24015,196,35,79,0,0,3908
1713469404.050483,7207868,859,1,-2,-344,-1261,24015,196,35,79,0,0,3908
1713469404.0544817,7207872,859,-3,-2,-360,-1261,24015,204,35,79,0,0,3910
1713469404.0584826,7207876,858,-2,-2,-344,-1258,24015,204,35,79,0,0,3909
1713469404.062479,7207880,859,4,-1,-352,-1260,24015,204,35,79,0,0,3910
1713469404.066484,7207884,859,0,3,-352,-1263,24016,206,35,79,0,0,3910
1713469404.0704792,7207888,860,3,0,-352,-1264,24016,206,35,79,0,0,3910
1713469404.0744784,7207892,858,-8,-6,-352,-1263,24016,200,35,79,0,0,3908
1713469404.0784802,7207896,859,0,-1,-352,-1261,24016,200,35,79,0,0,3910
1713469404.082481,7207900,859,3,-6,-352,-1262,24016,200,35,79,0,0,3908
1713469404.086494,7207904,859,-1,-1,-344,-1265,24016,201,35,79,0,0,3909
1713469404.090481,7207908,860,5,3,-352,-1262,24016,201,35,79,0,0,3910
1713469404.0944846,7207912,859,-3,0,-352,-1261,24013,206,35,79,0,0,3908
1713469404.0985317,7207916,859,2,1,-352,-1260,24013,206,35,79,0,0,3909
1713469404.1024816,7207920,860,7,-3,-352,-1260,24013,206,35,79,0,0,3909
1713469404.1064985,7207924,860,-3,2,-344,-1261,24013,205,35,79,0,0,3909
1713469404.1105173,7207928,859,-3,0,-360,-1259,24013,205,35,79,0,0,3909
1713469404.114483,7207932,859,1,-1,-344,-1260,24014,213,35,79,0,0,3910
1713469404.118489,7207936,859,0,0,-352,-1262,24014,213,35,79,0,0,3910
1713469404.122481,7207940,859,0,1,-344,-1262,24014,213,35,79,0,0,3908
1713469404.1272998,7207944,859,3,1,-352,-1262,24015,213,35,79,0,0,3910
1713469404.1304834,7207948,859,-2,7,-352,-1260,24015,213,35,79,0,0,3910
1713469404.134481,7207952,859,1,-1,-352,-1262,24014,210,35,79,0,0,3909
1713469404.138483,7207956,858,-3,-2,-352,-1262,24014,210,35,79,0,0,3909
1713469404.142486,7207960,858,0,1,-352,-1261,24014,210,35,79,0,0,3909
1713469404.1464832,7207964,858,2,-4,-352,-1260,24012,204,35,79,0,0,3910
1713469404.1504796,7207968,859,4,-1,-352,-1260,24012,204,35,79,0,0,3909
1713469404.1544776,7207972,859,-1,-1,-344,-1256,24012,197,35,79,0,0,3908
1713469404.1584842,7207976,858,-3,-2,-344,-1258,24012,197,35,79,0,0,3909
1713469404.162478,7207980,859,0,-3,-344,-1260,24012,197,35,79,0,0,3910
1713469404.1664777,7207984,859,2,-3,-352,-1262,24014,185,35,79,0,0,3910
1713469404.1704829,7207988,859,-1,-1,-344,-1265,24014,185,35,79,0,0,3909
1713469404.1744812,7207992,859,0,0,-352,-1262,24013,176,35,79,0,0,3910
1713469404.178488,7207996,858,-2,-2,-352,-1259,24013,176,35,79,0,0,3908
1713469404.1824787,7208000,859,4,2,-352,-1263,24013,176,35,79,0,0,3910
1713469404.1864996,7208004,859,3,-3,-352,-1265,24011,172,35,79,0,0,3909
1713469404.1904898,7208008,860,1,1,-352,-1262,24011,172,35,79,0,0,3910
1713469404.1944783,7208012,858,-10,-3,-344,-1259,24010,181,35,79,0,0,3910
1713469404.198487,7208016,861,12,1,-344,-1259,24010,181,35,79,0,0,3910
1713469404.2024803,7208020,859,-6,1,-344,-1257,24010,181,35,79,0,0,3910
1713469404.2064786,7208024,859,2,-1,-352,-1257,24008,193,35,79,0,0,3910
1713469404.2104776,7208028,860,5,2,-352,-1259,24008,193,35,79,0,0,3910
1713469404.2144763,7208032,860,0,2,-344,-1265,24007,184,35,79,0,0,3908
1713469404.2184803,7208036,858,-4,2,-352,-1264,24007,184,35,79,0,0,3910
1713469404.222479,7208040,859,4,1,-352,-1261,24007,184,35,79,0,0,3910
1713469404.2264946,7208044,858,-5,2,-344,-1262,24009,189,35,79,0,0,3910
1713469404.2304783,7208048,859,2,4,-352,-1262,24009,189,35,79,0,0,3910
1713469404.2344837,7208052,859,-2,1,-352,-1259,24011,188,35,79,0,0,3910
1713469404.2384915,7208056,858,1,2,-352,-1262,24011,188,35,79,0,0,3910
1713469404.2424974,7208060,859,5,3,-352,-1260,24011,188,35,79,0,0,3910
1713469404.2464848,7208064,859,1,-1,-352,-1259,24010,200,35,79,0,0,3910
1713469404.2504797,7208068,859,-1,0,-352,-1258,24010,200,35,79,0,0,3909
1713469404.2544806,7208072,860,5,0,-352,-1260,24010,199,35,79,0,0,3910
1713469404.258483,7208076,859,0,-1,-344,-1260,24010,199,35,79,0,0,3910
1713469404.2624786,7208080,859,-1,-1,-344,-1265,24010,199,35,79,0,0,3909
1713469404.266482,7208084,860,3,1,-360,-1263,24010,207,35,79,0,0,3909
1713469404.2704806,7208088,858,-5,-1,-352,-1260,24010,207,35,79,0,0,3910
1713469404.2744985,7208092,859,3,1,-344,-1262,24010,210,35,79,0,0,3908
1713469404.2784846,7208096,857,-7,-5,-352,-1262,24010,210,35,79,0,0,3909
1713469404.2824798,7208100,859,8,2,-344,-1263,24010,210,35,79,0,0,3910
1713469404.2864797,7208104,859,0,2,-352,-1263,24007,213,35,79,0,0,3910
1713469404.29053,7208104,859,0,2,-352,-1263,24007,213,35,79,0,0,3910
1713469404.2944803,7208112,858,-1,-2,-352,-1261,24002,201,35,79,0,0,3910
1713469404.2984889,7208116,859,0,0,-352,-1258,24002,201,35,79,0,0,3910
1713469404.3024795,7208120,860,5,3,-352,-1258,24002,201,35,79,0,0,3910
1713469404.3064952,7208124,859,0,-5,-352,-1260,24004,210,35,79,0,0,3909
1713469404.310509,7208128,858,-4,-1,-352,-1263,24004,210,35,79,0,0,3908
1713469404.3144965,7208132,859,3,2,-344,-1263,24008,214,35,79,0,0,3909
1713469404.3184834,7208136,859,0,-2,-352,-1261,24008,214,35,79,0,0,3910
1713469404.32248,7208140,858,-2,-6,-352,-1261,24008,214,35,79,0,0,3910
1713469404.3269956,7208144,859,1,1,-344,-1264,24008,227,35,79,0,0,3910
1713469404.330481,7208148,858,-3,-1,-352,-1260,24008,227,35,79,0,0,3909
1713469404.3344812,7208152,859,2,2,-352,-1260,24008,212,35,79,0,0,3909
1713469404.338488,7208156,860,3,1,-352,-1263,24008,212,35,79,0,0,3908
1713469404.3424816,7208160,858,-6,1,-344,-1265,24008,212,35,79,0,0,3909
1713469404.3464825,7208164,859,4,-1,-344,-1260,24006,194,35,79,0,0,3910
1713469404.3509686,7208168,859,5,-2,-352,-1257,24006,194,35,79,0,0,3909
1713469404.3544915,7208172,859,-3,-1,-352,-1260,24008,204,35,79,0,0,3909
1713469404.3607247,7208178,860,0,3,-352,-1262,24008,204,35,79,0,0,3910
1713469404.363227,7208180,859,-1,1,-344,-1260,24008,204,35,79,0,0,3909
1713469404.367663,7208185,859,-5,-4,-352,-1263,24009,211,35,79,0,0,3910
1713469404.3705313,7208188,858,0,-2,-344,-1261,24009,211,35,79,0,0,3909
1713469404.375317,7208192,858,2,3,-352,-1262,24004,223,35,79,0,0,3908
1713469404.3785112,7208196,860,7,1,-352,-1259,24004,223,35,79,0,0,3910
1713469404.382478,7208200,859,-7,-2,-352,-1263,24004,223,35,79,0,0,3910
1713469404.386479,7208204,859,0,0,-352,-1264,23999,208,35,79,0,0,3910
1713469404.3904958,7208208,858,-6,1,-352,-1261,23999,208,35,79,0,0,3910
1713469404.3944795,7208212,859,1,3,-344,-1261,24000,203,35,79,0,0,3909
1713469404.3984942,7208216,859,3,3,-352,-1260,24000,203,35,79,0,0,3909
1713469404.4024782,7208220,859,-2,1,-344,-1256,24000,203,35,79,0,0,3909
1713469404.4064856,7208224,859,2,0,-352,-1258,24004,197,35,79,0,0,3910
1713469404.4104774,7208228,858,0,1,-352,-1260,24004,197,35,79,0,0,3909
1713469404.414479,7208232,858,-2,0,-344,-1263,24007,208,35,79,0,0,3910
1713469404.4184797,7208236,859,3,3,-344,-1263,24007,208,35,79,0,0,3910
1713469404.4224784,7208240,859,-1,1,-352,-1262,24007,208,35,79,0,0,3910
1713469404.4264872,7208244,859,1,0,-352,-1263,24009,214,35,79,0,0,3909
1713469404.4304786,7208248,859,3,-1,-352,-1261,24009,214,35,79,0,0,3909
1713469404.4344773,7208252,858,-3,0,-352,-1262,24009,212,35,79,0,0,3909
1713469404.4384801,7208256,859,0,1,-352,-1264,24009,212,35,79,0,0,3909
1713469404.4424787,7208260,860,5,4,-352,-1263,24009,212,35,79,0,0,3910
1713469404.446481,7208264,859,-3,1,-344,-1260,24012,200,35,79,0,0,3908
1713469404.4504793,7208268,859,0,0,-352,-1257,24012,200,35,79,0,0,3908
1713469404.4544766,7208272,859,-1,-3,-352,-1255,24009,197,35,79,0,0,3908
1713469404.458479,7208276,858,-7,0,-344,-1260,24009,197,35,79,0,0,3908
1713469404.4624782,7208280,859,8,0,-344,-1265,24009,197,35,79,0,0,3909
1713469404.4664938,7208284,859,2,-1,-352,-1263,24003,197,35,79,0,0,3909
1713469404.470474,7208288,859,1,0,-352,-1262,24003,197,35,79,0,0,3910
1713469404.4744775,7208292,859,-1,4,-352,-1263,24001,198,35,79,0,0,3909
1713469404.4784799,7208296,859,-3,-3,-352,-1263,24001,198,35,79,0,0,3908
1713469404.4824722,7208300,858,-1,0,-344,-1261,24001,198,35,79,0,0,3908
1713469404.486482,7208304,859,6,-3,-344,-1260,24003,202,35,79,0,0,3909
1713469404.4904783,7208308,858,-5,1,-352,-1260,24003,202,35,79,0,0,3908
1713469404.4944777,7208312,858,0,3,-344,-1262,24011,223,35,79,0,0,3910
1713469404.4985762,7208316,859,3,2,-352,-1259,24011,223,35,79,0,0,3908
1713469404.5024767,7208320,860,3,4,-352,-1257,24011,223,35,79,0,0,3910
1713469404.5064914,7208324,858,-9,0,-352,-1261,24009,228,35,79,0,0,3908
1713469404.5105042,7208328,859,5,-2,-352,-1263,24009,228,35,79,0,0,3909
1713469404.5144908,7208332,859,-2,2,-352,-1263,24007,219,35,79,0,0,3910
1713469404.5184793,7208336,861,5,-1,-344,-1264,24007,219,35,79,0,0,3910
1713469404.5224702,7208340,859,-7,-1,-352,-1262,24007,219,35,79,0,0,3908
1713469404.5264783,7208344,859,1,0,-352,-1260,24009,207,35,79,0,0,3908
1713469404.5304713,7208348,860,3,2,-344,-1264,24009,207,35,79,0,0,3909
1713469404.534469,7208352,859,0,0,-352,-1262,24015,197,35,79,0,0,3908
1713469404.5384884,7208356,859,0,-4,-344,-1262,24015,197,35,79,0,0,3909
1713469404.5424721,7208360,858,-3,2,-344,-1261,24015,197,35,79,0,0,3908
1713469404.5464704,7208364,859,3,-2,-352,-1259,24015,216,35,79,0,0,3908
1713469404.5504708,7208368,858,-5,5,-352,-1259,24015,216,35,79,0,0,3908
1713469404.5544689,7208372,859,2,1,-352,-1261,24008,219,35,79,0,0,3908
1713469404.5585015,7208376,859,-5,0,-344,-1263,24008,219,35,79,0,0,3909
1713469404.5624743,7208380,860,5,-3,-344,-1263,24008,219,35,79,0,0,3910
1713469404.5664756,7208384,859,-4,-5,-360,-1264,24008,209,35,79,0,0,3908
1713469404.5704737,7208388,860,3,-5,-352,-1263,24008,209,35,79,0,0,3908
1713469404.5744755,7208392,859,-1,4,-344,-1261,24014,213,35,79,0,0,3910
1713469404.5784724,7208396,859,-4,-1,-352,-1263,24014,213,35,79,0,0,3908
1713469404.5824714,7208400,859,1,-4,-352,-1263,24014,213,35,79,0,0,3909
1713469404.5864704,7208404,859,1,-2,-344,-1262,24016,218,35,79,0,0,3909
1713469404.590469,7208408,859,-1,0,-360,-1261,24016,218,35,79,0,0,3908
1713469404.5944684,7208412,860,4,0,-344,-1262,24008,227,35,79,0,0,3908
1713469404.5984697,7208416,859,-1,1,-344,-1260,24008,227,35,79,0,0,3908
1713469404.602471,7208420,859,3,1,-352,-1259,24008,227,35,79,0,0,3908
1713469404.6064909,7208424,860,5,1,-344,-1261,24004,212,35,79,0,0,3908
1713469404.61055,7208427,859,-1,-3,-344,-1261,24004,212,35,79,0,0,3908
1713469404.614603,7208432,858,-1,-1,-344,-1263,24007,208,35,79,0,0,3908
1713469404.6185784,7208436,859,1,3,-352,-1263,24007,208,35,79,0,0,3908
1713469404.6225605,7208440,859,-3,0,-352,-1261,24007,208,35,79,0,0,3908
1713469404.626562,7208444,858,-6,0,-360,-1265,24015,204,35,79,0,0,3909
1713469404.6305597,7208448,858,-3,0,-352,-1263,24015,204,35,79,0,0,3908
1713469404.6345587,7208452,858,0,3,-352,-1264,24012,216,35,79,0,0,3909
1713469404.6398375,7208457,859,1,1,-352,-1260,24012,216,35,79,0,0,3909
1713469404.6439986,7208461,859,-2,-3,-344,-1262,24008,215,35,79,0,0,3908
1713469404.646963,7208464,859,2,-2,-344,-1259,24008,215,35,79,0,0,3908
1713469404.653534,7208471,859,-2,-2,-360,-1260,24009,208,35,79,0,0,3908
1713469404.6576996,7208475,859,-1,2,-352,-1258,24009,208,35,79,0,0,3910
1713469404.6605873,7208478,858,-5,1,-352,-1261,24009,208,35,79,0,0,3908
1713469404.662973,7208480,859,0,-1,-352,-1261,24009,208,35,79,0,0,3908
1713469404.6665604,7208484,858,-5,-4,-352,-1263,24014,203,35,79,0,0,3909
1713469404.6705632,7208488,859,3,-2,-352,-1263,24014,203,35,79,0,0,3908
1713469404.6745563,7208492,860,1,2,-352,-1265,24018,200,35,79,0,0,3909
1713469404.678558,7208496,858,-2,0,-352,-1263,24018,200,35,79,0,0,3910
1713469404.682559,7208500,859,0,-2,-344,-1263,24018,200,35,79,0,0,3908
1713469404.6865602,7208504,860,3,2,-352,-1264,24014,207,35,79,0,0,3909
1713469404.6905584,7208508,858,-4,0,-352,-1261,24014,207,35,79,0,0,3909
1713469404.6945581,7208512,858,-2,-2,-352,-1262,24014,191,35,79,0,0,3908
1713469404.6985638,7208516,858,-2,1,-352,-1260,24014,191,35,79,0,0,3909
1713469404.7102206,7208527,859,0,3,-352,-1263,24017,205,35,79,0,0,3910
1713469404.7127974,7208530,859,-3,0,-360,-1262,24017,205,35,79,0,0,3908
1713469404.7152567,7208532,860,4,1,-344,-1266,24023,205,35,79,0,0,3908
1713469404.7172034,7208534,858,0,-2,-360,-1262,24023,205,35,79,0,0,3910
1713469404.7196174,7208537,860,2,0,-352,-1263,24023,205,35,79,0,0,3909
1713469404.7224748,7208540,859,-3,-2,-352,-1260,24023,205,35,79,0,0,3907
1713469404.7265034,7208544,858,-4,3,-352,-1260,24023,220,35,79,0,0,3910
1713469404.7304761,7208548,858,0,-1,-352,-1262,24023,220,35,79,0,0,3908
1713469404.7345173,7208552,857,-3,1,-344,-1262,24021,218,35,79,0,0,3910
1713469404.7384803,7208556,859,5,0,-352,-1263,24021,218,35,79,0,0,3909
1713469404.7424853,7208560,859,5,-1,-352,-1261,24021,218,35,79,0,0,3908
1713469404.7464767,7208564,859,-3,-1,-352,-1258,24021,198,35,79,0,0,3908
1713469404.750487,7208568,860,7,-3,-352,-1260,24021,198,35,79,0,0,3910
1713469404.7544775,7208572,859,0,5,-344,-1260,24022,193,35,79,0,0,3909
1713469404.7584803,7208576,859,2,0,-352,-1262,24022,193,35,79,0,0,3910
1713469404.7624726,7208580,857,-10,3,-344,-1260,24022,193,35,79,0,0,3910
1713469404.7664769,7208584,858,4,1,-352,-1262,24020,191,35,79,0,0,3910
1713469404.7704747,7208588,859,4,3,-344,-1264,24020,191,35,79,0,0,3910
1713469404.7744727,7208592,859,2,2,-352,-1264,24016,204,35,79,0,0,3910
1713469404.778475,7208596,859,0,0,-344,-1258,24016,204,35,79,0,0,3910
1713469404.7824724,7208600,858,-2,0,-352,-1261,24016,204,35,79,0,0,3909
1713469404.7864754,7208604,860,4,-1,-352,-1261,24016,208,35,79,0,0,3910
1713469404.7904742,7208608,858,-9,1,-352,-1262,24016,208,35,79,0,0,3909
1713469404.794862,7208612,859,3,-4,-352,-1264,24019,207,35,79,0,0,3909
1713469404.798552,7208616,859,0,1,-344,-1259,24019,207,35,79,0,0,3908
1713469404.8034198,7208620,859,1,1,-352,-1258,24019,207,35,79,0,0,3908
1713469404.8065157,7208624,858,-3,1,-352,-1259,24021,205,35,79,0,0,3910
1713469404.8168502,7208634,859,-2,5,-352,-1261,24017,210,35,79,0,0,3909
1713469404.8181825,7208635,858,-3,0,-344,-1264,24017,210,35,79,0,0,3910
1713469404.8193874,7208636,859,2,-2,-344,-1262,24017,210,35,79,0,0,3910
1713469404.8224735,7208640,859,-2,-3,-352,-1260,24017,210,35,79,0,0,3910
