time,desire_torque,passive_torque,commanded_torque,ankle_angle,angular_speed,device_current
9.632614850997925,-17.2641148369083,2.372551590418577,-19.636666427326876,6.33376953125,-35.873724489795926,-10.854000000000001
9.63661503791809,-17.397691967974,2.3800101596759733,-19.777702127649974,6.15798828125,-36.21004065688776,-10.848
9.640621423721313,-17.5301281025524,2.386192251689243,-19.91632035424164,6.0041796875,-36.097935267857146,-11.087
9.64461874961853,-17.6615684435715,2.394494877299564,-20.056063320871065,5.784453125,-36.32214604591837,-11.19
9.648617506027222,-17.7922669282664,2.399192006036753,-20.191458934303153,5.6526171875,-36.21004065688776,-11.051
9.652618408203125,-17.9225865003716,2.4044154401959603,-20.327001940567563,5.49880859375,-36.43425143494898,-11.136000000000001
9.656613826751709,-18.0529964092916,2.4093744359205007,-20.462370845212103,5.345,-36.32214604591837,-11.332
9.660618305206299,-18.1840663965418,2.414081040797728,-20.59814743733953,5.19119140625,-36.43425143494898,-11.419
9.66461730003357,-18.316457699108,2.4191658796000057,-20.735623578708005,5.01541015625,-36.54635682397959,-11.402000000000001
9.668616533279419,-18.4509108535623,2.422191672118985,-20.873102525681283,4.905546875,-36.32214604591837,-11.409
9.672618627548218,-18.5882303211988,2.426800851166311,-21.015031172365113,4.729765625,-36.65846221301021,-11.657
9.676617622375488,-18.7292659817526,2.4316617217038208,-21.160927703456423,4.53201171875,-36.77056760204082,-11.806000000000001
9.680616855621338,-18.8748915819224,2.435217906052597,-21.310109487974998,4.378203125,-36.88267299107143,-11.734
9.684616327285767,-19.0259802920426,2.43997779370413,-21.46595808574673,4.1584765625,-37.443199936224495,-11.866
9.688616514205933,-19.1833776169321,2.444806540657247,-21.628184157589345,3.9167773437499998,-38.22793765943878,-12.007
9.692617416381836,-19.3478720049334,2.447671886423887,-21.795543891357287,3.7629687499999998,-38.22793765943878,-11.978
9.696617126464844,-19.5201635814357,2.452596298914052,-21.972759880349752,3.4773242187499998,-38.788464604591844,-12.15
9.700616359710693,-19.7008314893052,2.45572607867736,-22.15655756798256,3.2795703124999998,-39.23688616071429,-12.219
9.704615354537964,-19.8903003497015,2.4603750365705133,-22.350675386272016,2.9939257812499998,-39.909518494897966,-12.289
9.708617925643921,-20.0888063735331,2.4658920290850093,-22.554698402618108,2.6863085937499998,-40.582150829081634,-12.407
9.712617874145508,-20.2963636744964,2.4705981480205303,-22.766961822516933,2.4446093749999998,-41.03057238520409,-12.472
9.716617107391357,-20.5127313757198,2.47851399514956,-22.991245370869358,2.0710742187499998,-42.26373166454081,-12.61
9.720617771148682,-20.7373821655506,2.4856189686996153,-23.223001134250215,1.76345703125,-43.160574776785715,-12.689
9.724616765975952,-20.9694730314341,2.4949580573350048,-23.464431088769103,1.389921875,-44.505839445153065,-12.814
9.728616952896118,-21.2078189709777,2.506944460202737,-23.714763431180437,0.95046875,-46.075314891581634,-12.939
9.73261570930481,-21.4508705404852,2.5173113691265843,-23.968181909611786,0.59890625,-47.196368781887756,-13.135
9.736615419387817,-21.6966961490725,2.5348937464301704,-24.231589895502673,0.04958984374999997,-49.21426578443877,-13.186
9.740617036819458,-21.9429700327062,2.550174939881886,-24.493144972588084,-0.38986328125,-51.12005739795919,-13.297
9.744616031646729,-22.1869668412786,2.573383446183498,-24.7603502874621,-1.00509765625,-53.47427056760204,-13.526
9.748993635177612,-22.4255637447066,2.6005992667123277,-25.02616301141893,-1.66427734375,-56.05269451530612,-13.747
9.75261664390564,-22.6552509124304,2.6231107740857458,-25.278361686516146,-2.1696484375000002,-58.070591517857146,-13.865
9.756616830825806,-22.8721511357873,2.6623226574230654,-25.534473793210363,-2.9826367187500002,-61.54585857780612,-13.985
9.760617017745972,-23.0720492293244,2.6944541047816286,-25.766503334106027,-3.5978710937500002,-63.900071747448976,-14.075000000000001
9.764616966247559,-23.250431658166,2.745323790751903,-25.995755448917905,-4.49875,-67.71165497448979,-14.194
