Angle,Torque
-0.03679999999448463,-2.134308320755079
-0.03679999999365958,-2.1349596115915164
-0.03679999999316776,-2.1354412570331824
-0.03679999999400643,-2.13578205146227
-0.036799999995202594,-2.1360251854410905
-0.036799999994888914,-2.1362247703000286
-0.03679999999471543,-2.136440667024124
-0.036799999994478624,-2.1367323271412375
-0.03679999999436504,-2.137152442676868
-0.03679999999453296,-2.137741096205138
-0.036799999994651465,-2.138520898992611
-0.03679999999444309,-2.1394934232711122
-0.03679999999511533,-2.1406371434367086
-0.03679999999424314,-2.141907092694464
-0.03679999999422863,-2.1432364508037756
-0.036799999993464276,-2.144540227150856
-0.03679999999344067,-2.1457210439684484
-0.036799999994664136,-2.146676764775517
-0.036799999994931006,-2.147309413129176
-0.036799999994129036,-2.1475345688718694
-0.03679999999403491,-2.147290277635904
-0.03679999999360158,-2.146544489335452
-0.03679999999433724,-2.1453001455055496
-0.036799999994525906,-2.143597243515195
-0.03679999999499733,-2.1415114953294614
-0.03679999999515402,-2.1391495447869437
-0.036799999994213344,-2.1366410798666453
-0.03679999999431527,-2.1341285333061517
-0.036799999994268855,-2.1317553512787586
-0.03679999999527729,-2.1296539726675445
-0.03679999999479024,-2.1279346743913163
-0.03679999999441742,-2.1266763124169894
-0.03679999999458572,-2.1259197632407574
-0.036799999994605,-2.1256645979130573
-0.03679999999463097,-2.12586924617341
-0.03679999999445035,-2.126454658726213
-0.036799999994144045,-2.127311249825478
-0.03679999999358459,-2.1283086738224175
-0.03679999999420385,-2.129307728983968
-0.036799999995638905,-2.13017339220089
-0.03679999999511632,-2.13078772337245
-0.036799999995037955,-2.1310612293744993
-0.03679999999402639,-2.1309413328962044
-0.036799999994631044,-2.130416895856258
-0.03679999999526991,-2.129518273528724
-0.03679999999455488,-2.1283130180391656
-0.03679999999428784,-2.1268979515640165
-0.036799999994517066,-2.125388745144207
-0.03679999999450481,-2.123908301582929
-0.036799999994899975,-2.122575185031931
-0.03679999999513722,-2.1214931622017343
-0.03679999999451885,-2.120742710911131
-0.0367999999946297,-2.1203751520771537
-0.03679999999428468,-2.1204098641796376
-0.03679999999505244,-2.1208348119423635
-0.036799999995003815,-2.121610332523325
-0.036799999994142525,-2.122675773741575
-0.03679999999441623,-2.12395821737286
-0.036799999994943856,-2.125382220611092
-0.03679999999549307,-2.1268793330742084
-0.03679999999380355,-2.1283961291783813
-0.03679999999393912,-2.1298996515422957
-0.03679999999386264,-2.131379489432314
-0.036799999994759254,-2.132846181837198
-0.0367999999951815,-2.1343261621598395
-0.03679999999536625,-2.1358539627885125
-0.03679999999490768,-2.1374628023021964
-0.03679999999434178,-2.1391749349327314
-0.036799999995742745,-2.140993213591562
-0.03679999999504819,-2.1428951885695415
-0.03679999999376615,-2.144830748849707
-0.036799999994448385,-2.146723847458808
-0.03679999999448488,-2.1484782837259475
-0.03679999999409363,-2.1499869154510804
-0.03679999999555872,-2.15114314852385
-0.0367999999941599,-2.1518532116756175
-0.03679999999370267,-2.1520476349416655
-0.03679999999431927,-2.151690503456035
-0.03679999999505828,-2.1507853859410946
-0.03679999999431475,-2.1493772522840673
-0.03679999999437948,-2.1475501283933247
-0.03679999999454044,-2.14542065946472
-0.03679999999501969,-2.1431281623861675
-0.03679999999460488,-2.140822135201038
-0.03679999999357428,-2.138648517690737
-0.0367999999949572,-2.1367362038547806
-0.03679999999511024,-2.1351853449600533
-0.03679999999433664,-2.1340588272478995
-0.03679999999546534,-2.13337796150406
-0.036799999994921985,-2.133122906446914
-0.03679999999305239,-2.133237723434083
-0.03679999999417543,-2.1336393257439257
-0.03679999999417488,-2.134229060646573
-0.03679999999416894,-2.1349053442470955
-0.03679999999425519,-2.1355757004551976
-0.036799999994431364,-2.136166721714038
-0.03679999999468039,-2.1366308200807937
-0.0367999999938936,-2.136949109285228
-0.036799999994243285,-2.1371302851223515
-0.03679999999481412,-2.137205888720999
-0.03679999999370393,-2.137222786808348
-0.036799999993012936,-2.1372340346560224
-0.03679999999439031,-2.1372894584048905
-0.036799999995310737,-2.1374272734957267
-0.03679999999444336,-2.137667836584251
-0.03679999999459658,-2.138010236586686
-0.036799999995287824,-2.1384319400097644
-0.03679999999498043,-2.1388912293027444
-0.0367999999942661,-2.139331821391645
-0.03679999999440045,-2.139688881283269
-0.03679999999423663,-2.1398956327745475
-0.03679999999468198,-2.1398898531450152
-0.0367999999944167,-2.139619661494163
-0.03679999999403533,-2.13904813489751
-0.03679999999351556,-2.1381564048135466
-0.03679999999402611,-2.1369450150193803
-0.036799999994661756,-2.135433485943059
-0.03679999999422164,-2.133658234250784
-0.03679999999468692,-2.1316692155146457
-0.0367999999938287,-2.1295258445538203
-0.03679999999388356,-2.127292852326287
-0.03679999999400902,-2.125036721401949
-0.03679999999438758,-2.1228231879958415
-0.03679999999420537,-2.1207160255420345
-0.03679999999393805,-2.1187769926862376
-0.036799999994761794,-2.117066527463784
-0.03679999999384102,-2.11564458410031
-0.036799999994177116,-2.114570976923201
-0.03679999999459812,-2.113904693294082
-0.03679999999437332,-2.1137018073153073
-0.03679999999380462,-2.114011824939445
-0.03679999999380035,-2.1148725125590317
-0.03679999999496167,-2.116303520812114
-0.03679999999482386,-2.118299416005504
-0.036799999994684786,-2.1208230368270105
-0.036799999994229594,-2.1238003292730183
-0.03679999999488422,-2.1271178936633572
-0.036799999995538894,-2.13062434709707
-0.036799999994190334,-2.1341362513128144
-0.03679999999392662,-2.137448807975317
-0.036799999994251785,-2.140350840006221
-0.03679999999454569,-2.1426428515461033
-0.03679999999496264,-2.1441563160531807
-0.03679999999487758,-2.1447719170494923
-0.0367999999937744,-2.144434366018802
-0.036799999993914326,-2.1431616937065896
-0.036799999994566464,-2.141047526417581
-0.03679999999396173,-2.1382557170268908
-0.036799999994285376,-2.135007647616866
-0.0367999999939586,-2.13156339236631
-0.03679999999451935,-2.128198604428269
-0.03679999999407032,-2.1251794216009365
-0.03679999999402119,-2.122737877508288
-0.036799999993174126,-2.12105026803687
-0.036799999993573806,-2.1202206549800784
-0.03679999999416094,-2.12027119941946
-0.03679999999361329,-2.1211403503306774
-0.03679999999417262,-2.1226891423439604
-0.036799999994643416,-2.1247150604896174
-0.03679999999369181,-2.1269721804827997
-0.03679999999357542,-2.1291956499532043
-0.03679999999368791,-2.131128090318802
-0.03679999999456502,-2.132545223266529
-0.03679999999520538,-2.1332780208132096
-0.03679999999496242,-2.1332289996578297
-0.036799999994070666,-2.1323809389195074
-0.036799999993725976,-2.1307972177553633
-0.036799999994627415,-2.1286139851064276
-0.036799999994220005,-2.126025301637032
-0.03679999999390848,-2.1232630872630582
-0.03679999999348326,-2.1205740950073606
-0.03679999999443996,-2.1181962225401185
-0.036799999994914755,-2.1163363375372835
-0.03679999999381473,-2.1151515196870014
-0.036799999993701996,-2.114735269091902
-0.036799999993495286,-2.115109814169309
-0.0367999999948538,-2.1162251665251794
-0.03679999999556945,-2.117965009845018
-0.03679999999383208,-2.120158878375572
-0.03679999999336215,-2.1225994094871328
-0.03679999999388612,-2.1250628305579924
-0.03679999999452623,-2.1273304038729526
-0.03679999999402696,-2.1292084448548443
-0.03679999999482188,-2.1305448087918553
-0.03679999999447077,-2.1312403460879366
-0.03679999999514975,-2.1312545995323586
-0.0367999999952339,-2.1306057833462866
-0.03679999999504896,-2.1293657048399357
-0.03679999999419742,-2.1276506836659257
-0.03679999999474092,-2.1256096702505434
-0.036799999994784206,-2.1234107119867764
-0.036799999993251925,-2.1212267698409994
-0.036799999993458433,-2.1192217673158766
-0.03679999999448461,-2.1175377221719907
-0.03679999999398638,-2.1162838443568135
-0.036799999993767894,-2.115528496581484
-0.03679999999551715,-2.115294823608703
-0.03679999999512147,-2.11556061643282
-0.03679999999390312,-2.116262581439241
-0.03679999999456159,-2.117304670204728
-0.036799999993477224,-2.118569582321751
-0.03679999999473038,-2.119932096353884
-0.03679999999484923,-2.1212726061270972
-0.03679999999430879,-2.122489195106815
-0.036799999994412524,-2.123506796510889
-0.03679999999462443,-2.1242824522485253
-0.036799999994540394,-2.1248063232579057
-0.03679999999472651,-2.125098764123947
-0.036799999995465044,-2.1252042826407354
-0.03679999999418845,-2.1251834601210673
-0.03679999999382875,-2.1251039332932735
-0.0367999999941837,-2.1250314388022913
-0.03679999999361103,-2.125021797475269
-0.03679999999430538,-2.125114606004264
-0.03679999999449189,-2.125329284451272
-0.036799999994761766,-2.1256639467695764
-0.03679999999440348,-2.1260972760209045
-0.03679999999470019,-2.1265931918633987
-0.03679999999445802,-2.1271076443627894
-0.03679999999512212,-2.1275964563849583
-0.0367999999940373,-2.128022893037022
-0.03679999999434017,-2.128363659172402
-0.036799999994721486,-2.1286123313035272
-0.036799999995184754,-2.12877973979479
-0.03679999999529205,-2.128891397729368
-0.03679999999428014,-2.1289825941418674
-0.036799999994401894,-2.1290921369954185
-0.036799999994821524,-2.12925589193535
-0.036799999993883885,-2.129501202744808
-0.03679999999408759,-2.1298430249263545
-0.03679999999484426,-2.1302822174148632
-0.03679999999398966,-2.1308060071319073
-0.03679999999500992,-2.131390264259449
-0.03679999999475086,-2.1320029861284095
-0.036799999994409145,-2.132608328076704
-0.03679999999489465,-2.133170627918227
-0.03679999999396156,-2.1336580794235704
-0.036799999993503314,-2.134045917435058
-0.03679999999391574,-2.1343190855701266
-0.036799999994497234,-2.1344743260785557
-0.03679999999468372,-2.13452150687175
-0.03679999999407651,-2.1344838888339503
-0.03679999999439849,-2.1343970308529707
-0.036799999994277306,-2.1343061605856075
-0.036799999994901834,-2.134262073282294
-0.03679999999370709,-2.1343158925394663
-0.03679999999354871,-2.134513263440944
-0.03679999999436864,-2.1348886956315885
-0.03679999999387551,-2.1354608048491373
-0.03679999999432998,-2.136229110807796
-0.03679999999480428,-2.137172851904439
-0.03679999999456815,-2.138252021873592
-0.03679999999531841,-2.1394105900476004
-0.03679999999480175,-2.1405816707947927
-0.03679999999416345,-2.1416942282459184
-0.036799999993628,-2.142680687642222
-0.03679999999458838,-2.143484578568292
-0.03679999999382656,-2.1440671436815664
-0.0367999999939547,-2.144411827550189
-0.036799999994680116,-2.1445257852323287
-0.036799999994267835,-2.144437996677618
-0.03679999999444056,-2.1441941414052703
-0.03679999999479337,-2.143848959279803
-0.03679999999435508,-2.1434573013192315
-0.03679999999344114,-2.1430653849055985
-0.03679999999348311,-2.1427038386449673
-0.03679999999481288,-2.142383886676976
-0.03679999999412901,-2.142097458511625
-0.03679999999378449,-2.141821197386619
-0.036799999994032474,-2.1415234794840257
-0.03679999999421531,-2.1411729130129915
-0.036799999994546605,-2.1407465593444575
-0.036799999995380805,-2.1402363343107313
-0.03679999999408968,-2.1396525635997414
-0.03679999999283403,-2.139024274743901
-0.03679999999394593,-2.1383963480772197
-0.03679999999433048,-2.137824047160913
-0.036799999994001714,-2.1373657026834603
-0.03679999999505671,-2.1370744616647745
-0.03679999999434862,-2.1369900654028533
-0.03679999999481479,-2.13713160229164
-0.03679999999429977,-2.1374921050758897
-0.03679999999390905,-2.138035734078802
-0.03679999999404085,-2.1386981083582985
-0.036799999993567194,-2.1393900971186524
-0.03679999999506288,-2.1400050316946477
-0.03679999999498843,-2.1404288322070255
-0.03679999999355082,-2.14055202130652
-0.03679999999533563,-2.140282161141602
-0.036799999994766686,-2.1395550553978238
-0.036799999994145016,-2.1383431831833417
-0.03679999999509237,-2.1366602414884603
-0.03679999999440003,-2.1345612653774344
-0.0367999999943754,-2.1321384478275274
-0.03679999999442142,-2.129513369525938
-0.03679999999447477,-2.126826759459813
-0.03679999999461626,-2.124227069726473
-0.03679999999345148,-2.121859067206447
-0.03679999999406466,-2.1198534018408597
-0.03679999999390078,-2.1183178266755527
-0.03679999999382668,-2.117330516716796
-0.036799999994532345,-2.116935794439744
-0.03679999999443698,-2.117142489914803
-0.03679999999393413,-2.1179250816874893
-0.036799999994195656,-2.1192276132745325
-0.036799999994499046,-2.120970111613966
-0.03679999999499807,-2.1230568588922125
-0.03679999999524727,-2.125385483612104
-0.03679999999412523,-2.127855593564456
-0.0367999999945147,-2.1303757030934567
-0.03679999999419446,-2.132867541493045
-0.036799999993849045,-2.135267384570305
-0.03679999999391472,-2.137524672510966
-0.03679999999439228,-2.1395987036689825
-0.03679999999436606,-2.1414545089981774
-0.03679999999442883,-2.143059065470683
-0.03679999999439421,-2.144378815418389
-0.036799999994787135,-2.1453790899557017
-0.036799999994780425,-2.1460255851687062
-0.03679999999449654,-2.146287610316782
-0.03679999999421804,-2.1461424991742004
-0.03679999999424607,-2.14558039588871
-0.03679999999453816,-2.1446086045496564
-0.03679999999401861,-2.143254799426724
-0.03679999999439764,-2.141568570396035
-0.03679999999399095,-2.13962095435432
-0.03679999999418263,-2.1375017416238236
-0.03679999999380802,-2.1353144791839562
-0.03679999999429542,-2.1331692984339283
-0.0367999999944175,-2.1311740189042854
-0.03679999999514562,-2.1294243699780484
-0.03679999999461981,-2.1279945017563984
-0.03679999999355415,-2.126929096618749
-0.03679999999411378,-2.1262382857611017
-0.036799999995418574,-2.125896238455634
-0.03679999999460587,-2.1258437902551806
-0.036799999994372425,-2.125994891222266
-0.036799999994925295,-2.126246078447715
-0.036799999994725566,-2.1264877096349193
-0.036799999994261354,-2.126615429405832
-0.03679999999465803,-2.126540336276925
-0.0367999999954672,-2.1261965842752324
-0.036799999995182964,-2.1255456432307156
-0.03679999999481099,-2.124577059906521
-0.03679999999415329,-2.123306174295087
-0.03679999999508996,-2.1217697092700774
-0.036799999995158865,-2.1200203617865956
-0.036799999994372126,-2.118121450954592
-0.03679999999475295,-2.116142379645671
-0.03679999999470111,-2.1141552578692107
-0.03679999999336811,-2.112232646834761
-0.036799999993705576,-2.110446111922088
-0.03679999999352063,-2.108865163185406
-0.03679999999520009,-2.107556190399899
-0.036799999994793824,-2.106581096265863
-0.036799999994218985,-2.105995424025571
-0.036799999993937356,-2.105845833170243
-0.03679999999537611,-2.1061668233609416
-0.03679999999505356,-2.106976704027857
-0.03679999999392305,-2.1082730160397936
-0.03679999999377637,-2.1100279424666524
-0.03679999999330311,-2.112184620184953
-0.036799999994702855,-2.1146555300064707
-0.03679999999434882,-2.1173241424046485
-0.03679999999369409,-2.120050647837211
-0.03679999999546668,-2.1226819363619422
-0.036799999994856114,-2.125065134763563
-0.03679999999503274,-2.1270631406821594
-0.036799999994077175,-2.1285699206328776
-0.03679999999464446,-2.1295230650586725
-0.036799999994465656,-2.1299113503009126
-0.036799999995321894,-2.1297758319817013
-0.036799999995085764,-2.1292041120678555
-0.03679999999433284,-2.1283186105629732
-0.03679999999391524,-2.1272606637437943
-0.03679999999435632,-2.1261728737209817
-0.036799999994776005,-2.1251822653001566
-0.036799999994440155,-2.1243864884638355
-0.03679999999424721,-2.123844650147746
-0.03679999999450489,-2.1235735332803345
-0.036799999995707856,-2.1235491369005155
-0.03679999999484998,-2.1237127855178835
-0.036799999995132796,-2.1239805898151536
-0.03679999999549772,-2.124254822186762
-0.036799999994796655,-2.1244357819185216
-0.03679999999475928,-2.1244329051695345
-0.036799999994495895,-2.124174134317262
-0.03679999999431823,-2.123612822924067
-0.03679999999518371,-2.1227316965330236
-0.03679999999396596,-2.121543650975954
-0.036799999994332915,-2.120089488316177
-0.0367999999946823,-2.1184330537356875
-0.036799999995204086,-2.116654568007007
-0.03679999999398864,-2.114843147045004
-0.036799999994323894,-2.1130894925097485
-0.03679999999569911,-2.111479527363162
-0.03679999999397247,-2.110089408839579
-0.03679999999389236,-2.1089819840386066
-0.036799999995001796,-2.108204461939903
-0.036799999994092884,-2.1077869344007736
-0.036799999994445075,-2.107741417256831
-0.036799999994177664,-2.10806126717895
-0.03679999999410603,-2.1087210659876825
-0.03679999999407837,-2.109677242248646
-0.03679999999426125,-2.1108697544947392
-0.036799999994334205,-2.112225086628546
-0.036799999994933094,-2.1136606302484306
-0.03679999999493861,-2.1150902814568995
-0.036799999994376074,-2.1164308054243977
-0.03679999999509553,-2.1176082932389124
-0.036799999994696096,-2.118563930167681
-0.03679999999393716,-2.1192583482326066
-0.03679999999399282,-2.1196740247430697
-0.0367999999946701,-2.1198154552880712
-0.03679999999468511,-2.119707122235838
-0.03679999999407469,-2.119389559500018
-0.03679999999413279,-2.118914041356812
-0.03679999999409432,-2.1183365532716074
-0.036799999995021954,-2.1177117172465505
-0.03679999999441797,-2.1170872761290456
-0.03679999999413378,-2.1164996509501193
-0.0367999999946089,-2.115971001708046
-0.03679999999450302,-2.115508114621123
-0.03679999999487048,-2.1151032522174886
-0.03679999999473461,-2.114736821423957
-0.036799999994885264,-2.114381399589369
-0.0367999999938975,-2.114006415894189
-0.03679999999396027,-2.113582701588965
-0.03679999999458179,-2.113086222343485
-0.03679999999497444,-2.112500565337004
-0.03679999999413843,-2.111818113619908
-0.03679999999461409,-2.1110401997259833
-0.03679999999432784,-2.110176759550628
-0.03679999999472621,-2.109246010929083
-0.03679999999436964,-2.1082744606566446
-0.036799999993646235,-2.1072971939018124
-0.036799999994444756,-2.106358054896896
-0.03679999999428182,-2.105509111172855
-0.036799999993917726,-2.1048087950721617
-0.03679999999353047,-2.1043183682285465
-0.036799999994729486,-2.104096801569807
-0.036799999994735724,-2.1041946583000843
-0.03679999999449584,-2.1046479294060916
-0.03679999999443322,-2.105472876194472
-0.036799999994221844,-2.1066627676450516
-0.03679999999382713,-2.108187040360389
-0.03679999999482565,-2.109992973109185
-0.036799999994992186,-2.112009565650667
-0.036799999994338084,-2.114153017575163
-0.036799999994027756,-2.1163330526411195
-0.03679999999390058,-2.118459331160071
-0.03679999999445494,-2.120447314910392
-0.03679999999460085,-2.122223150564623
-0.036799999994783804,-2.123727364723895
-0.036799999994723796,-2.124917370101489
-0.03679999999423514,-2.125768928501705
-0.03679999999366313,-2.12627676427196
-0.03679999999449343,-2.126454457057731
-0.03679999999511128,-2.1263336043448975
-0.036799999993953704,-2.1259621199006595
-0.03679999999437938,-2.125401507638804
-0.03679999999378869,-2.124723051332806
-0.0367999999937014,-2.1240030554721496
-0.03679999999432019,-2.123317489620468
-0.036799999994257225,-2.1227365511634364
-0.03679999999444419,-2.122319716697175
-0.03679999999521942,-2.1221117871872757
-0.0367999999943312,-2.122140265986403
-0.036799999994597245,-2.1224141791421367
-0.03679999999471751,-2.1229242055644133
-0.03679999999378422,-2.1236437964144934
-0.03679999999434807,-2.1245308900250715
-0.036799999994699496,-2.1255298951793353
-0.03679999999469172,-2.126573793098283
-0.03679999999471749,-2.127586428217565
-0.03679999999469351,-2.1284852371007634
-0.03679999999473953,-2.1291847344944377
-0.03679999999416067,-2.12960100398709
-0.03679999999336141,-2.12965724394952
-0.036799999994766984,-2.129290147759844
-0.03679999999462707,-2.128456608474793
-0.036799999993866045,-2.127139980333106
-0.036799999994933,-2.12535494981141
-0.036799999994833056,-2.1231500299808124
-0.03679999999441755,-2.120606859732718
-0.03679999999529856,-2.117835885193612
-0.036799999995263746,-2.1149685604322714
-0.036799999994024946,-2.1121467949368204
-0.03679999999355303,-2.1095108562650577
-0.03679999999420775,-2.1071872195593637
-0.03679999999472084,-2.105277915941356
-0.03679999999423178,-2.103852772458203
-0.03679999999454417,-2.102945557653093
-0.03679999999398974,-2.102554465044106
-0.03679999999468538,-2.102646663539881
-0.036799999994417645,-2.103165973887495
-0.03679999999337065,-2.104042256634233
-0.03679999999450245,-2.10520091674185
-0.03679999999450827,-2.1065710579916894
-0.03679999999488074,-2.1080912149112043
-0.036799999994713714,-2.109712163707487
-0.03679999999445365,-2.1113969319912744
-0.036799999994393665,-2.1131186341709616
-0.0367999999949782,-2.1148570345736784
-0.036799999994318,-2.1165947463871704
-0.03679999999452556,-2.118313771067781
-0.03679999999521087,-2.119992799736695
-0.036799999993994456,-2.1216054726344726
-0.036799999994953994,-2.123119696429481
-0.036799999994145016,-2.1244981219530765
-0.03679999999306919,-2.125699886593019
-0.03679999999412439,-2.1266836329259595
-0.036799999993740215,-2.1274116084635164
-0.03679999999405136,-2.1278543925635662
-0.03679999999530159,-2.1279955782998026
-0.03679999999462423,-2.1278356246963126
-0.036799999994190535,-2.127394112973988
-0.036799999993958575,-2.1267097977514093
-0.036799999995043346,-2.125838144841155
-0.036799999994710106,-2.1248464694545506
-0.03679999999372411,-2.1238072560813737
-0.03679999999419245,-2.1227906305848543
-0.036799999995059375,-2.121857144451786
-0.03679999999454159,-2.121051957800532
-0.03679999999561095,-2.1204011935134415
-0.03679999999531809,-2.1199107742930177
-0.03679999999469157,-2.1195675829351317
-0.03679999999411646,-2.119342438168123
-0.036799999993982854,-2.1191942392168697
-0.03679999999434044,-2.11907470129689
-0.03679999999476192,-2.1189332978175814
-0.03679999999543669,-2.1187222214703496
-0.03679999999453503,-2.118401275090402
-0.0367999999943724,-2.1179425622516344
-0.036799999994682676,-2.117334687597046
-0.036799999994755854,-2.1165859679361883
-0.03679999999478366,-2.1157260007460197
-0.0367999999944589,-2.1148049476980892
-0.03679999999494018,-2.1138901372956735
-0.036799999993324055,-2.113060050342209
-0.03679999999458281,-2.1123962978260984
-0.03679999999554761,-2.111974653331139
-0.03679999999433232,-2.111856417303567
-0.03679999999455615,-2.112081324523659
-0.03679999999397043,-2.1126629178333953
-0.03679999999351345,-2.113586911786825
-0.0367999999948465,-2.1148126591304206
-0.036799999994634396,-2.1162774645234532
-0.03679999999445283,-2.1179031809277906
-0.036799999994331895,-2.1196042844160474
-0.03679999999483785,-2.121296468804894
-0.03679999999471468,-2.122904750021578
-0.03679999999426659,-2.1243701356928253
-0.03679999999534219,-2.125654106586616
-0.036799999994725094,-2.126740464317866
-0.03679999999383153,-2.127634483618875
-0.036799999994504666,-2.1283596978627397
-0.03679999999580777,-2.128952965348245
-0.036799999995383095,-2.129458646354197
-0.03679999999400112,-2.1299227296435905
-0.03679999999418077,-2.130387585809414
-0.036799999993234356,-2.1308877524912875
-0.03679999999394526,-2.131446874470032
-0.03679999999461357,-2.1320757249277955
-0.036799999994911875,-2.1327711653636023
-0.03679999999432248,-2.133515946270901
-0.03679999999442838,-2.1342793565876934
-0.036799999994801005,-2.1350188237695273
-0.03679999999433942,-2.1356825763045
-0.03679999999349387,-2.136213372060361
-0.03679999999488516,-2.136553093277137
-0.036799999994704916,-2.1366477841539533
-0.03679999999395617,-2.136452549596899
-0.03679999999440505,-2.1359357164821606
-0.03679999999402241,-2.1350817995133395
-0.03679999999390336,-2.133893055132211
-0.03679999999350766,-2.1323896447978874
-0.0367999999941183,-2.1306085794811005
-0.036799999995013426,-2.12860166699608
-0.03679999999482903,-2.126432678853962
-0.03679999999452584,-2.1241739453919846
-0.036799999994698705,-2.121902593766277
-0.03679999999483785,-2.119696650395755
-0.036799999994654845,-2.117631226836082
-0.03679999999435699,-2.1157749984494774
-0.0367999999950061,-2.1141871666418792
-0.03679999999505485,-2.1129150516315156
-0.03679999999381737,-2.11199238697438
-0.03679999999398253,-2.1114383087703215
-0.036799999995181576,-2.1112570029896323
-0.03679999999472967,-2.1114380183816857
-0.03679999999444853,-2.1119573340989897
-0.03679999999418462,-2.112779310964287
-0.036799999994025244,-2.1138595843400423
-0.03679999999449274,-2.115148764333828
-0.03679999999383416,-2.116596552354112
-0.03679999999426167,-2.118155656756388
-0.03679999999450131,-2.119784785443064
-0.03679999999357818,-2.121450066227963
-0.036799999994478375,-2.1231245037538384
-0.036799999995030204,-2.124785476527759
-0.036799999993691164,-2.1264107155599623
-0.0367999999947644,-2.1279735837475875
-0.03679999999441126,-2.129438716319872
-0.03679999999430051,-2.1307591448225662
-0.036799999994740346,-2.131875887660445
-0.03679999999341276,-2.132720643376691
-0.03679999999339877,-2.133221694464564
-0.036799999994581445,-2.1333124952604923
-0.03679999999528268,-2.1329418051890974
