time,desire_torque,commanded_torque,passive_torque,ankle_angle,device_current
0.5057487487792969,-3.5730737614305785,-5.5735718814418185,2.00049812001124,1.1865234375,-0.001
0.5107464790344238,-3.562116384108508,-5.562614504119749,2.00049812001124,1.1865234375,-0.003
0.515751838684082,-3.5512310978501267,-5.551729217861366,2.00049812001124,1.1865234375,-1.458
0.520749568939209,-3.540451757018322,-5.543357316297653,2.002905559279332,1.0986328125,-2.816
0.5257470607757568,-3.5297628740619187,-5.540791232099256,2.0110283580373376,0.81298828125,-3.351
0.5307512283325195,-3.519150494842339,-5.542872181612498,2.02372168677016,0.3955078125,-3.419
0.5357513427734375,-3.5086380979011214,-5.542337030548244,2.0336989326471224,0.087890625,-3.4250000000000003
0.5407528877258301,-3.498214731391874,-5.542420590846227,2.044205859454353,-0.2197265625,-3.235
0.5457468032836914,-3.4878997468992026,-5.5344260032394,2.046526256340197,-0.28564453125,-3.221
0.5507528781890869,-3.4776530343651952,-5.518802865657251,2.0411498312920555,-0.1318359375,-3.074
0.5557494163513184,-3.4675197068036336,-5.502687199549936,2.0351674927463024,0.0439453125,-2.803
0.5607461929321289,-3.4574803022284746,-5.479132920309295,2.0216526180808203,0.46142578125,-2.888
0.565746545791626,-3.4475288417071077,-5.4678155929303305,2.0202867512232228,0.50537109375,-3.184
0.5707471370697021,-3.4376726908071467,-5.455930910146917,2.0182582193397707,0.5712890625,-3.156
0.5757503509521484,-3.4279078412147506,-5.446839535395279,2.018931694180529,0.54931640625,-2.9170000000000003
0.5807509422302246,-3.418245132516381,-5.4398977505972015,2.0216526180808203,0.46142578125,-3.063
0.5857484340667725,-3.4086859152405675,-5.433102696481292,2.024416781240725,0.37353515625,-3.1830000000000003
0.5907511711120605,-3.39921488084915,-5.426439064509394,2.0272241836602434,0.28564453125,-3.168
0.595745325088501,-3.389858693190469,-5.417082876850712,2.0272241836602434,0.28564453125,-3.228
0.6007471084594727,-3.3805875288639626,-5.406402606406996,2.0258150775430326,0.32958984375,-3.17
0.605750560760498,-3.371413285416941,-5.395830066657666,2.024416781240725,0.37353515625,-3.081
0.6107568740844727,-3.3623344801283808,-5.385363774881702,2.023029294753321,0.41748046875,-2.964
0.6157562732696533,-3.3533692776595085,-5.37639857241283,2.023029294753321,0.41748046875,-2.9
0.6207897663116455,-3.344445526097773,-5.36678513128798,2.0223396051902074,0.439453125,-2.922
0.6257472038269043,-3.335757769962693,-5.358787064716013,2.023029294753321,0.41748046875,-3.015
0.6307468414306641,-3.3270982712173787,-5.351515052458104,2.024416781240725,0.37353515625,-3.109
0.6357524394989014,-3.318531811090742,-5.342253497860902,2.02372168677016,0.3955078125,-3.09
0.6407473087310791,-3.3100873309478036,-5.333809017717964,2.02372168677016,0.3955078125,-3.0620000000000003
0.6457507610321045,-3.301732636540235,-5.324761931293557,2.023029294753321,0.41748046875,-2.988
0.6507468223571777,-3.2934949527472184,-5.316524247500539,2.023029294753321,0.41748046875,-2.918
0.6557509899139404,-3.2853492588048647,-5.309070945575025,2.02372168677016,0.3955078125,-2.967
0.6607468128204346,-3.277322827130197,-5.301044513900357,2.02372168677016,0.3955078125,-3.043
0.6657516956329346,-3.2693882139708563,-5.293109900741016,2.02372168677016,0.3955078125,-3.035
0.6707518100738525,-3.2615679683890804,-5.284597263142402,2.023029294753321,0.41748046875,-2.967
0.6757490634918213,-3.253859344954804,-5.277581031724964,2.02372168677016,0.3955078125,-2.949
0.6807494163513184,-3.2462536325038593,-5.269975319274019,2.02372168677016,0.3955078125,-2.979
0.6857483386993408,-3.2387582440486464,-5.262479930818806,2.02372168677016,0.3955078125,-2.993
0.6907520294189453,-3.2313644563294543,-5.254393751082775,2.023029294753321,0.41748046875,-2.972
0.6957526206970215,-3.2240844058520794,-5.2471137006054,2.023029294753321,0.41748046875,-2.946
0.7007496356964111,-3.2169190169838506,-5.239948311737171,2.023029294753321,0.41748046875,-2.96
0.7057533264160156,-3.209854133559481,-5.232883428312801,2.023029294753321,0.41748046875,-2.96
0.710749626159668,-3.202910028300382,-5.225939323053703,2.023029294753321,0.41748046875,-2.949
0.7157516479492188,-3.1960688496054157,-5.219098144358737,2.023029294753321,0.41748046875,-2.943
0.7207493782043457,-3.1893447619478454,-5.212374056701167,2.023029294753321,0.41748046875,-2.945
0.7257540225982666,-3.182723192039289,-5.2064448788094495,2.02372168677016,0.3955078125,-2.939
0.7307510375976562,-3.1762237661236785,-5.1999454528938385,2.02372168677016,0.3955078125,-2.9370000000000003
0.735755443572998,-3.1698273414873155,-5.192856636240636,2.023029294753321,0.41748046875,-2.9330000000000003
0.7407495975494385,-3.1635567657016095,-5.187278452471769,2.02372168677016,0.3955078125,-2.928
0.7457506656646729,-3.157390759349355,-5.181112446119515,2.02372168677016,0.3955078125,-2.922
0.7507507801055908,-3.1513396056544556,-5.174368900407776,2.023029294753321,0.41748046875,-2.92
0.7557530403137207,-3.1453999679187796,-5.168429262672101,2.023029294753321,0.41748046875,-2.919
0.7607579231262207,-3.139571810170909,-5.163293496941069,2.02372168677016,0.3955078125,-2.9170000000000003
0.7657499313354492,-3.1338731854465056,-5.156902480199827,2.023029294753321,0.41748046875,-2.9090000000000003
0.7707493305206299,-3.1282811224905602,-5.15200280926072,2.02372168677016,0.3955078125,-2.908
0.7757546901702881,-3.1227980278111405,-5.145827322564461,2.023029294753321,0.41748046875,-2.906
0.780750036239624,-3.117441597276351,-5.141163284046511,2.02372168677016,0.3955078125,-2.902
0.7857544422149658,-3.1121916766623614,-5.135913363432522,2.02372168677016,0.3955078125,-2.895
