time,commanded_torque,passive_torque,ankle_angle,device_current
0.506746768951416,-7.034073203072174,2.0340732030721744,0.07666015625,0.0
0.5115671157836914,-7.034073203072174,2.0340732030721744,0.07666015625,0.001
0.5167102813720703,-7.034807513149028,2.034807513149028,0.0546875,-1.418
0.5215489864349365,-7.036284240663912,2.0362842406639126,0.0107421875,-2.846
0.5264899730682373,-7.043830025461887,2.0438300254618866,-0.208984375,-3.34
0.5315473079681396,-7.053241691111268,2.053241691111268,-0.47265625,-3.494
0.536585807800293,-7.081130343538515,2.0811303435385153,-1.19775390625,-3.493
0.5415375232696533,-7.090162477885709,2.0901624778857095,-1.41748046875,-3.454
0.5465867519378662,-7.109037482697854,2.1090374826978544,-1.85693359375,-3.332
0.5515329837799072,-7.111961968073219,2.1119619680732185,-1.9228515625,-3.216
0.556483268737793,-7.108068059146852,2.1080680591468517,-1.8349609375,-3.245
0.5615098476409912,-7.09946485760549,2.0994648576054895,-1.63720703125,-2.979
0.5664751529693604,-7.082915150778147,2.082915150778147,-1.24169921875,-2.978
0.5715012550354004,-7.073232482419601,2.073232482419601,-1.0,-3.039
0.5764729976654053,-7.05891154257951,2.0589115425795104,-0.62646484375,-3.263
0.5815017223358154,-7.054848136404994,2.0548481364049938,-0.5166015625,-3.503
0.5864722728729248,-7.055655412732445,2.0556554127324453,-0.53857421875,-3.166
0.5915224552154541,-7.058093456437155,2.058093456437155,-0.6044921875,-3.083
0.5964696407318115,-7.063876810961883,2.0638768109618835,-0.75830078125,-3.201
0.6015892028808594,-7.068088852091321,2.068088852091322,-0.8681640625,-3.317
0.6064913272857666,-7.076715618379637,2.076715618379638,-1.087890625,-3.313
0.6115059852600098,-7.079356346113787,2.0793563461137867,-1.15380859375,-3.2760000000000002
0.616483211517334,-7.081130343538515,2.0811303435385153,-1.19775390625,-3.343
0.6215503215789795,-7.079356346113787,2.0793563461137867,-1.15380859375,-3.368
0.6267209053039551,-7.077593158503962,2.0775931585039618,-1.10986328125,-3.294
0.631523847579956,-7.07584078070904,2.07584078070904,-1.06591796875,-3.243
0.6364798545837402,-7.073232482419601,2.073232482419601,-1.0,-3.173
0.6415448188781738,-7.0715071291619385,2.071507129161938,-0.9560546875,-3.1470000000000002
0.6464810371398926,-7.0715071291619385,2.071507129161938,-0.9560546875,-3.157
0.6515419483184814,-7.0715071291619385,2.071507129161938,-0.9560546875,-3.1790000000000003
0.6565217971801758,-7.073232482419601,2.073232482419601,-1.0,-3.218
0.6616690158843994,-7.073232482419601,2.073232482419601,-1.0,-3.289
0.66648268699646,-7.073232482419601,2.073232482419601,-1.0,-3.2720000000000002
0.671501636505127,-7.073232482419601,2.073232482419601,-1.0,-3.21
0.6765015125274658,-7.074099212729021,2.0740992127290214,-1.02197265625,-3.181
0.68149733543396,-7.074099212729021,2.0740992127290214,-1.02197265625,-3.225
0.6864545345306396,-7.073232482419601,2.073232482419601,-1.0,-3.242
0.691570520401001,-7.073232482419601,2.073232482419601,-1.0,-3.235
0.6964671611785889,-7.073232482419601,2.073232482419601,-1.0,-3.218
0.7015388011932373,-7.0723684545639065,2.0723684545639065,-0.97802734375,-3.229
0.706566572189331,-7.0715071291619385,2.071507129161938,-0.9560546875,-3.226
0.7117435932159424,-7.073232482419601,2.073232482419601,-1.0,-3.227
0.7166318893432617,-7.073232482419601,2.073232482419601,-1.0,-3.224
0.7216200828552246,-7.073232482419601,2.073232482419601,-1.0,-3.227
0.7265808582305908,-7.073232482419601,2.073232482419601,-1.0,-3.227
0.7315270900726318,-7.073232482419601,2.073232482419601,-1.0,-3.228
0.7365672588348389,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.7415237426757812,-7.073232482419601,2.073232482419601,-1.0,-3.231
0.7464859485626221,-7.073232482419601,2.073232482419601,-1.0,-3.227
0.7515747547149658,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.7565386295318604,-7.073232482419601,2.073232482419601,-1.0,-3.224
0.7616193294525146,-7.073232482419601,2.073232482419601,-1.0,-3.229
0.7664871215820312,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.7715086936950684,-7.0723684545639065,2.0723684545639065,-0.97802734375,-3.225
0.7764801979064941,-7.073232482419601,2.073232482419601,-1.0,-3.224
0.7816789150238037,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.7866792678833008,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.7917296886444092,-7.073232482419601,2.073232482419601,-1.0,-3.227
0.7965488433837891,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.801555871963501,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.806476354598999,-7.073232482419601,2.073232482419601,-1.0,-3.227
0.8114991188049316,-7.073232482419601,2.073232482419601,-1.0,-3.227
0.8164689540863037,-7.0723684545639065,2.0723684545639065,-0.97802734375,-3.229
0.8214952945709229,-7.0723684545639065,2.0723684545639065,-0.97802734375,-3.225
0.8264758586883545,-7.0723684545639065,2.0723684545639065,-0.97802734375,-3.225
0.8316025733947754,-7.073232482419601,2.073232482419601,-1.0,-3.227
0.8364830017089844,-7.073232482419601,2.073232482419601,-1.0,-3.223
0.8415031433105469,-7.073232482419601,2.073232482419601,-1.0,-3.229
0.8464694023132324,-7.0723684545639065,2.0723684545639065,-0.97802734375,-3.226
0.8516390323638916,-7.073232482419601,2.073232482419601,-1.0,-3.224
0.8564803600311279,-7.074099212729021,2.0740992127290214,-1.02197265625,-3.232
0.861506462097168,-7.073232482419601,2.073232482419601,-1.0,-3.231
0.8664646148681641,-7.073232482419601,2.073232482419601,-1.0,-3.228
0.8715019226074219,-7.073232482419601,2.073232482419601,-1.0,-3.228
0.8764636516571045,-7.073232482419601,2.073232482419601,-1.0,-3.225
0.8815209865570068,-7.073232482419601,2.073232482419601,-1.0,-3.224
0.8865249156951904,-7.073232482419601,2.073232482419601,-1.0,-3.225
0.8915705680847168,-7.073232482419601,2.073232482419601,-1.0,-3.225
0.8964965343475342,-7.073232482419601,2.073232482419601,-1.0,-3.228
0.9015297889709473,-7.073232482419601,2.073232482419601,-1.0,-3.23
0.9065632820129395,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.911607027053833,-7.073232482419601,2.073232482419601,-1.0,-3.229
0.9165651798248291,-7.073232482419601,2.073232482419601,-1.0,-3.223
0.9215550422668457,-7.073232482419601,2.073232482419601,-1.0,-3.225
0.9267590045928955,-7.073232482419601,2.073232482419601,-1.0,-3.229
0.9320194721221924,-7.073232482419601,2.073232482419601,-1.0,-3.225
0.9368839263916016,-7.073232482419601,2.073232482419601,-1.0,-3.225
0.9418439865112305,-7.073232482419601,2.073232482419601,-1.0,-3.225
0.9467153549194336,-7.073232482419601,2.073232482419601,-1.0,-3.229
0.9518222808837891,-7.073232482419601,2.073232482419601,-1.0,-3.229
0.9566259384155273,-7.073232482419601,2.073232482419601,-1.0,-3.225
0.9620339870452881,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.9669163227081299,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.9755024909973145,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.9766623973846436,-7.073232482419601,2.073232482419601,-1.0,-3.228
0.984199047088623,-7.073232482419601,2.073232482419601,-1.0,-3.225
0.9867427349090576,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.9918057918548584,-7.073232482419601,2.073232482419601,-1.0,-3.226
0.996607780456543,-7.073232482419601,2.073232482419601,-1.0,-3.228
1.0016016960144043,-7.073232482419601,2.073232482419601,-1.0,-3.229
1.0065934658050537,-7.073232482419601,2.073232482419601,-1.0,-3.229
1.0117170810699463,-7.0723684545639065,2.0723684545639065,-0.97802734375,-3.225
1.016538143157959,-7.0723684545639065,2.0723684545639065,-0.97802734375,-3.227
1.0215482711791992,-7.073232482419601,2.073232482419601,-1.0,-3.227
1.0265426635742188,-7.074099212729021,2.0740992127290214,-1.02197265625,-3.226
1.0315144062042236,-7.073232482419601,2.073232482419601,-1.0,-3.226
1.0364727973937988,-7.073232482419601,2.073232482419601,-1.0,-3.222
1.0416555404663086,-7.073232482419601,2.073232482419601,-1.0,-3.229
1.046635389328003,-7.074099212729021,2.0740992127290214,-1.02197265625,-3.227
1.0516357421875,-7.073232482419601,2.073232482419601,-1.0,-3.226
1.0564947128295898,-7.0715071291619385,2.071507129161938,-0.9560546875,-3.234
1.0615220069885254,-7.073232482419601,2.073232482419601,-1.0,-3.227
1.0665385723114014,-7.073232482419601,2.073232482419601,-1.0,-3.224
